path,transcription
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SX39.WAV.wav,BARB'S GOLD BRACELET WAS A GRADUATION PRESENT.
TIMIT/data/TRAIN\DR7\MAFM0\VOCODED_SX399.WAV.wav,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SI1319.WAV.wav,BIOLOGICAL WARFARE IS CONSIDERED TO BE PRIMARILY A STRATEGIC WEAPON.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SI1949.WAV.wav,WHO TOLD YOU TO DO IT?
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SI689.WAV.wav,MEN BELIEVED THEY COULD CONTROL NATURE BY OBEYING A MORAL CODE.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SX149.WAV.wav,WHILE WAITING FOR CHIPPER SHE CRISSCROSSED THE SQUARE MANY TIMES.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SX239.WAV.wav,PUREE SOME FRUIT BEFORE PREPARING THE SKEWERS.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SX329.WAV.wav,CHIP POSTPONED ALIMONY PAYMENTS UNTIL THE LATEST POSSIBLE DATE.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SX419.WAV.wav,THE FOOTBALL TEAM COACH HAS A WATCH THIN AS A DIME.
TIMIT/data/TRAIN\DR7\MBAR0\VOCODED_SX59.WAV.wav,THE SINGER'S FINGER HAD A SPLINTER.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SI1055.WAV.wav,"INTERNAL NATIONAL RESPONSIBILITY, NOW A TRUISM, NEED NOT BE DOCUMENTED."
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SI1685.WAV.wav,"COME ON, LET'S HURRY DOWN BEFORE THEY LOCK UP FOR THE DAY."
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SI2315.WAV.wav,"JUNIOR, WHAT ON EARTH'S THE MATTER WITH YOU?"
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SX155.WAV.wav,THE WATER CONTAINED TOO MUCH CHLORINE AND STUNG HIS EYES.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SX245.WAV.wav,DOES HINDU IDEOLOGY HONOR COWS?
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SX335.WAV.wav,GUS SAW PINE TREES AND REDWOODS ON HIS WALK THROUGH SEQUOIA NATIONAL FOREST.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SX425.WAV.wav,MOVIES NEVER HAVE ENOUGH VILLAINS.
TIMIT/data/TRAIN\DR7\MBBR0\VOCODED_SX65.WAV.wav,CHALLENGE EACH GENERAL'S INTELLIGENCE.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SI1169.WAV.wav,THEY DESPISED FOREIGNERS.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SI1799.WAV.wav,HIS SURE-SURE WAS ENTHUSIASTIC THIS TIME.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SI539.WAV.wav,BUT THAT HERITAGE IS SHRINKING EVEN FASTER.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SX179.WAV.wav,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SX269.WAV.wav,DO ATYPICAL FARMERS GROW OATS?
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SX359.WAV.wav,"THE SYSTEM MAY BREAK DOWN SOON, SO SAVE YOUR FILES FREQUENTLY."
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SX449.WAV.wav,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER.
TIMIT/data/TRAIN\DR7\MBML0\VOCODED_SX89.WAV.wav,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SI1014.WAV.wav,"BEER, GENERALLY FERMENTED FROM BARLEY, IS AN OLD ALCOHOLIC BEVERAGE."
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SI1644.WAV.wav,THEY EVEN PAY ME SIX DOLLARS A MONTH.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SI2274.WAV.wav,"NO, HE DIDN'T KNOW OF ANY HANDYMAN-CARPENTER."
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SX114.WAV.wav,THE CARTOON FEATURES A MUSKRAT AND A TADPOLE.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SX204.WAV.wav,EVEN I OCCASIONALLY GET THE MONDAY BLUES!
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SX294.WAV.wav,SHOULD GIRAFFES BE KEPT IN SMALL ZOOS?
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SX311.WAV.wav,MY DESIRES ARE SIMPLE: GIVE ME ONE INFORMATIVE PARAGRAPH ON THE SUBJECT.
TIMIT/data/TRAIN\DR7\MBOM0\VOCODED_SX384.WAV.wav,PLEASE SHORTEN THIS SKIRT FOR JOYCE.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SI2102.WAV.wav,"HE MAY NOT RISE TO THE HEIGHTS, BUT HE CAN GET BY, AND EVENTUALLY BE RETIRED."
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SI505.WAV.wav,THIS EXCELLENT FOREIGN BOMB TAKES ONLY SIX.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SI757.WAV.wav,STONEWARE CLAY FOR TILES.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SX122.WAV.wav,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SX212.WAV.wav,I GAVE THEM SEVERAL CHOICES AND LET THEM SET THE PRIORITIES.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SX302.WAV.wav,TOFU IS MADE FROM PROCESSED SOYBEANS.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SX32.WAV.wav,IT'S FUN TO ROAST MARSHMALLOWS ON A GAS BURNER.
TIMIT/data/TRAIN\DR7\MBTH0\VOCODED_SX392.WAV.wav,A YOUNG MOUSE SCAMPERED ACROSS THE FIELD AND DISAPPEARED.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SI1660.WAV.wav,THE CAR DOOR CRASHED SHUT.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SI2290.WAV.wav,"AMBIGUITY ARISES WHEN THE PRONOUN ""IT"" CARRIES A TWOFOLD REFERENCE."
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SI650.WAV.wav,THE FAT MAN HAS TROUBLE BUYING LIFE INSURANCE OR HAS TO PAY HIGHER PREMIUMS.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SX130.WAV.wav,HE ATE FOUR EXTRA EGGS FOR BREAKFAST.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SX220.WAV.wav,THE MOST RECENT GEOLOGICAL SURVEY FOUND SEISMIC ACTIVITY.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SX310.WAV.wav,THE HOOD OF THE JEEP WAS STEAMING IN THE HOT SUN.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SX40.WAV.wav,STIMULATING DISCUSSIONS KEEP STUDENTS' ATTENTION.
TIMIT/data/TRAIN\DR7\MCLK0\VOCODED_SX400.WAV.wav,JUST DROP NOTICES IN ANY SUGGESTION BOX.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SI1121.WAV.wav,"IN EITHER CASE, THEY DO NOT APPRECIATE THE PRIVATE DETECTIVE'S ZEAL."
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SI1725.WAV.wav,WORN THROUGH AT THE KNEES.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SI1751.WAV.wav,ONE MORE MUDDLEHEADED PLAY LIKE THAT ONE AND THEY'D BE LEADING HIM AWAY.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SX131.WAV.wav,WE PLAN TO BUILD A NEW BEVERAGE PLANT.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SX221.WAV.wav,CORY ATTACKED THE PROJECT WITH EXTRA DETERMINATION.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SX24.WAV.wav,"ALTHOUGH ALWAYS ALONE, WE SURVIVE."
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SX401.WAV.wav,THE TAXICAB BROKE DOWN AND CAUSED A TRAFFIC JAM.
TIMIT/data/TRAIN\DR7\MCRE0\VOCODED_SX41.WAV.wav,ETIQUETTE MANDATES COMPLIANCE WITH EXISTING REGULATIONS.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SI1209.WAV.wav,"IF DISOBEYED, THE RESULT IS TURMOIL AND CHAOS."
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SI1839.WAV.wav,YOU PEOPLE DON'T HAVE ADJUSTABLE VISION.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SI579.WAV.wav,"USUALLY, THEY TITTER LOUDLY AFTER THEY HAVE PASSED BY."
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SX129.WAV.wav,ANGORA CATS ARE FURRIER THAN SIAMESE.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SX219.WAV.wav,NONPROFIT ORGANIZATIONS HAVE FREQUENT FUND RAISERS.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SX309.WAV.wav,THE PROOF THAT YOU ARE SEEKING IS NOT AVAILABLE IN BOOKS.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SX39.WAV.wav,BARB'S GOLD BRACELET WAS A GRADUATION PRESENT.
TIMIT/data/TRAIN\DR7\MCTH0\VOCODED_SX399.WAV.wav,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SI1480.WAV.wav,"CLOSER STILL, REGULAR BARRICADES OF BARBED WIRE HUNG ON TIMBER SUPPORTS."
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SI2110.WAV.wav,WITH ANY LUCK AT ALL HE COULD EASILY FIND A FLOWERPOT.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SI850.WAV.wav,ARE YOU UNDERWRITING EXPENSIVE TEAM TRIPS?
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SX130.WAV.wav,HE ATE FOUR EXTRA EGGS FOR BREAKFAST.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SX220.WAV.wav,THE MOST RECENT GEOLOGICAL SURVEY FOUND SEISMIC ACTIVITY.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SX310.WAV.wav,THE HOOD OF THE JEEP WAS STEAMING IN THE HOT SUN.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SX40.WAV.wav,STIMULATING DISCUSSIONS KEEP STUDENTS' ATTENTION.
TIMIT/data/TRAIN\DR7\MDCM0\VOCODED_SX400.WAV.wav,JUST DROP NOTICES IN ANY SUGGESTION BOX.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SI1170.WAV.wav,HE HAS ALSO AN EXTRAORDINARY CONSCIENCE.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SI1800.WAV.wav,TO KAYO HIM AND MAYBE OR MAYBE NOT KILL.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SI540.WAV.wav,"THUS THERE IS A CLEARER DIVISION OF AUTHORITY, ADMINISTRATIVE AND LEGISLATIVE."
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SX180.WAV.wav,ALMOST ALL COLLEGES ARE NOW COEDUCATIONAL.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SX270.WAV.wav,ARE HOLIDAY APRONS AVAILABLE TO US?
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SX360.WAV.wav,I ASSUME MOISTURE WILL DAMAGE THIS SHIP'S HULL.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SX450.WAV.wav,ROY IGNORED THE SPURIOUS DATA POINTS IN DRAWING THE GRAPH.
TIMIT/data/TRAIN\DR7\MDED0\VOCODED_SX90.WAV.wav,THE THINKER IS A FAMOUS SCULPTURE.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SI1066.WAV.wav,THEY WERE CHASING A RAIN CLOUD.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SI1696.WAV.wav,NOT WHEN SHE'D WAITED SO LONG ALREADY.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SI2326.WAV.wav,"NOT VERY WELL BEHAVED, IS SHE, TO RUN OUT ON A PLAY MATE?"
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SX166.WAV.wav,BIOLOGISTS USE RADIOACTIVE ISOTOPES TO STUDY MICROORGANISMS.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SX256.WAV.wav,THE IRATE ACTOR STOMPED AWAY IDIOTICALLY.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SX346.WAV.wav,THE BARRACUDA RECOILED FROM THE SERPENT'S POISONOUS FANGS.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SX436.WAV.wav,PLEASE SING JUST THE CLUB THEME.
TIMIT/data/TRAIN\DR7\MDKS0\VOCODED_SX76.WAV.wav,GENTLY PLACE JIM'S FOAM SCULPTURE IN THE BOX.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SI1435.WAV.wav,THE WORLD IS CONSTANTLY CHANGING; WHAT WAS NEW YESTERDAY IS OBSOLESCENT TODAY.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SI2065.WAV.wav,"LIFTING HER SKIRTS, SHE CLIMBED IN, NEVER RELINQUISHING HER GRIP ON HIS ARM."
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SI2144.WAV.wav,WHY ARE YOU TRYING TO WORRY ME?
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SX175.WAV.wav,SEVERE MYOPIA CONTRIBUTED TO RON'S INFERIORITY COMPLEX.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SX265.WAV.wav,"THE SAW IS BROKEN, SO CHOP THE WOOD INSTEAD."
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SX355.WAV.wav,DOLPHINS ARE INTELLIGENT MARINE MAMMALS.
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SX445.WAV.wav,WHAT IS THIS LARGE THING BY THE IRONING BOARD?
TIMIT/data/TRAIN\DR7\MDLC1\VOCODED_SX85.WAV.wav,CEMENT IS MEASURED IN CUBIC YARDS.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SI1234.WAV.wav,BUT NONE OF THIS COULD SOOTHE THE EXACERBATED NERVES.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SI1864.WAV.wav,DON'T YOU HATE ME ANY MORE?
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SI604.WAV.wav,THEY WERE SHOWN HOW TO ADVANCE AGAINST AN ENEMY OUTPOST ATOP A CLEARED RIDGE.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SX154.WAV.wav,ORANGE JUICE TASTES FUNNY AFTER TOOTHPASTE.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SX244.WAV.wav,HERB'S BIRTHDAY OCCURS FREQUENTLY ON THANKSGIVING.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SX334.WAV.wav,OFTEN YOU'LL GET BACK MORE THAN YOU PUT IN.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SX424.WAV.wav,TOP ZINNIAS RARELY HAVE CROOKED STEMS.
TIMIT/data/TRAIN\DR7\MDLM0\VOCODED_SX64.WAV.wav,REGULAR ATTENDANCE IS SELDOM REQUIRED.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SI1233.WAV.wav,IT MADE NO DIFFERENCE THAT MOST EVIDENCE POINTS TO AN OPPOSITE CONCLUSION.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SI1863.WAV.wav,WE HAVEN'T SLEPT TOGETHER SINCE WE STARTED.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SI603.WAV.wav,MELANCHOLY OBSESSION.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SX153.WAV.wav,SCHOLASTIC APTITUDE IS JUDGED BY STANDARDIZED TESTS.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SX243.WAV.wav,THEY ALL AGREE THAT THE ESSAY IS BARELY INTELLIGIBLE.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SX333.WAV.wav,AN ADULT MALE BABOON'S TEETH ARE NOT SUITABLE FOR EATING SHELLFISH.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SX423.WAV.wav,SMASH LIGHTBULBS AND THEIR CASH VALUE WILL DIMINISH TO NOTHING.
TIMIT/data/TRAIN\DR7\MDLR0\VOCODED_SX63.WAV.wav,CONTINENTAL DRIFT IS A GEOLOGICAL THEORY.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SI1299.WAV.wav,HOW WELL DO FACULTY MEMBERS GOVERN THEMSELVES?
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SI1929.WAV.wav,OIL-FIELD WORKERS WERE A ROUGH-TOUGH LOT.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SI669.WAV.wav,"LATER, WE SHALL SEE WHAT HAPPENED WHEN AN EMPEROR TOOK THIS IDEA TOO LITERALLY."
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SX129.WAV.wav,ANGORA CATS ARE FURRIER THAN SIAMESE.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SX219.WAV.wav,NONPROFIT ORGANIZATIONS HAVE FREQUENT FUND RAISERS.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SX309.WAV.wav,THE PROOF THAT YOU ARE SEEKING IS NOT AVAILABLE IN BOOKS.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SX39.WAV.wav,BARB'S GOLD BRACELET WAS A GRADUATION PRESENT.
TIMIT/data/TRAIN\DR7\MDLR1\VOCODED_SX399.WAV.wav,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SI1760.WAV.wav,"THE WRINKLED MOUTH LAUGHED, REVEALING ASTONISHINGLY STRONG, WHITE, TEETH."
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SI2126.WAV.wav,ONE WHITE HAND POISED A STICK ABOVE HIS DESK.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SI866.WAV.wav,THE OLD SHOP ADAGE STILL HOLDS: A GOOD MECHANIC IS USUALLY A BAD BOSS.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SX146.WAV.wav,CYCLICAL PROGRAMS WILL NEVER COMPILE.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SX236.WAV.wav,CLEAR PRONUNCIATION IS APPRECIATED.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SX326.WAV.wav,STEVE COLLECTS RARE AND NOVEL COINS.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SX416.WAV.wav,A HUGE POWER OUTAGE RARELY OCCURS.
TIMIT/data/TRAIN\DR7\MDPB0\VOCODED_SX56.WAV.wav,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SI1674.WAV.wav,HE PUT IT IN HIS OWN POCKET FOR SAFEKEEPING.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SI2225.WAV.wav,"RUN-DOWN, IRON-POOR."
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SI2304.WAV.wav,"NOW HE'S BOUGHT IT, SAID MY WIFE CONTENTEDLY."
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SX144.WAV.wav,THE WILLOWY WOMAN WORE A MUSKRAT COAT.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SX234.WAV.wav,THE PAPER BOY BOUGHT TWO APPLES AND THREE ICES.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SX324.WAV.wav,THE LOCAL DRUGSTORE WAS CHARGED WITH ILLEGALLY DISPENSING TRANQUILIZERS.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SX414.WAV.wav,IRISH YOUNGSTERS EAT FRESH KIPPERS FOR BREAKFAST.
TIMIT/data/TRAIN\DR7\MFXS0\VOCODED_SX54.WAV.wav,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SI1005.WAV.wav,"CASTOR OIL, MADE FROM CASTORBEANS, HAS GONE OUT OF STYLE AS A MEDICINE."
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SI1342.WAV.wav,"BEFORE DERIVING THIS FORMULA, WE EXPLAIN WHAT WE MEAN BY PROBLEMS OF THIS KIND."
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SI1635.WAV.wav,WE'VE GOT PLENTY OF TIME TO THINK ABOUT THAT.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SX105.WAV.wav,YOU MUST EXPLICITLY DELETE FILES.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SX15.WAV.wav,THE MUSEUM HIRES MUSICIANS EVERY EVENING.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SX195.WAV.wav,WOULD YOU ALLOW ACTS OF VIOLENCE?
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SX285.WAV.wav,RICH PURCHASED SEVERAL SIGNED LITHOGRAPHS.
TIMIT/data/TRAIN\DR7\MFXV0\VOCODED_SX375.WAV.wav,GROWING WELL-KEPT GARDENS IS VERY TIME CONSUMING.
TIMIT/data/TRAIN\DR7\MGAK0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
